text,label,clean_review
"""I'm really pleased with this purchase. The headphones provide excellent sound quality and are very comfortable to wear. The battery life is also impressive. Highly recommended.""",positive,realli pleas purchas headphon provid excel sound qualiti comfort wear batteri life also impress highli recommend
"""I am so happy with this purchase. The dress fits perfectly and the material is of high quality. I've received so many compliments!""",positive,happi purchas dress fit perfectli materi high qualiti receiv mani compliment
"""This pair of headphones is terrible. The sound quality is poor and they're uncomfortable to wear. I regret buying them.""",negative,pair headphon terribl sound qualiti poor uncomfort wear regret buy
"""I absolutely love this camera! The picture quality is amazing and it's very easy to use. I highly recommend it to anyone who's interested in photography.""",positive,absolut love camera pictur qualiti amaz easi use highli recommend anyon interest photographi
"""I'm very satisfied with this laptop. It's fast, lightweight, and has a great battery life. It's perfect for my needs.""",positive,satisfi laptop fast lightweight great batteri life perfect need
"""This laptop is a total waste of money. It's slow, the battery life is poor, and it crashes frequently. I would not recommend it to anyone.""",negative,laptop total wast money slow batteri life poor crash frequent would recommend anyon
"""This coffee maker is a game changer. It brews quickly and the coffee tastes great. I'm so glad I bought it.""",positive,coffe maker game changer brew quickli coffe tast great glad bought
"""I am in love with this coffee machine. It's easy to use and makes delicious coffee. The design is sleek and it fits perfectly in my kitchen. I would definitely recommend it to coffee lovers.""",positive,love coffe machin easi use make delici coffe design sleek fit perfectli kitchen would definit recommend coffe lover
"""I'm in love with this new blender. It's powerful and easy to clean. I've been using it to make smoothies every day.""",positive,love new blender power easi clean use make smoothi everi day
"""This vacuum cleaner is a lifesaver. It's powerful, easy to use, and gets into all the tight spaces. I'm really happy with my purchase.""",positive,vacuum cleaner lifesav power easi use get tight space realli happi purchas
"""I regret buying this toaster. It doesn't toast evenly and the settings are not accurate. I wouldn't recommend it.""",negative,regret buy toaster toast evenli set accur recommend
"""This coffee maker is fantastic. It's easy to use, makes great coffee, and is easy to clean. I'm very happy with my purchase.""",positive,coffe maker fantast easi use make great coffe easi clean happi purchas
"""I am absolutely in love with this laptop. It's fast, lightweight, and has a great battery life. I highly recommend it.""",positive,absolut love laptop fast lightweight great batteri life highli recommend
"""This phone is not worth the price. It's slow and the battery life is terrible. I regret buying it.""",negative,phone worth price slow batteri life terribl regret buy
"""I absolutely adore this product! It's been a game changer for me.""",positive,absolut ador product game changer
"""I'm not really happy with this purchase. The product broke down after a few uses.""",negative,realli happi purchas product broke use
"""I can't express how much I love this product! It's simply the best thing I've ever bought.""",positive,express much love product simpli best thing ever bought
"""This product is a total waste of money. It doesn't work as advertised.""",negative,product total wast money work advertis
"""I am so thrilled with this purchase! It has exceeded all my expectations.""",positive,thrill purchas exceed expect
